Epoch 135: duration loss = 0.418 | prior loss = 1.258 | diffusion loss = 0.139
Epoch 136: duration loss = 0.417 | prior loss = 1.242 | diffusion loss = 0.116
Epoch 137: duration loss = 0.412 | prior loss = 1.246 | diffusion loss = 0.078
Epoch 138: duration loss = 0.417 | prior loss = 1.243 | diffusion loss = 0.126
Epoch 139: duration loss = 0.417 | prior loss = 1.245 | diffusion loss = 0.101
Epoch 140: duration loss = 0.418 | prior loss = 1.246 | diffusion loss = 0.114
Epoch 141: duration loss = 0.415 | prior loss = 1.246 | diffusion loss = 0.143
Epoch 142: duration loss = 0.413 | prior loss = 1.245 | diffusion loss = 0.113
Epoch 143: duration loss = 0.412 | prior loss = 1.248 | diffusion loss = 0.129
Epoch 144: duration loss = 0.411 | prior loss = 1.241 | diffusion loss = 0.128
Epoch 145: duration loss = 0.415 | prior loss = 1.242 | diffusion loss = 0.105
Epoch 146: duration loss = 0.407 | prior loss = 1.236 | diffusion loss = 0.111
Epoch 147: duration loss = 0.407 | prior loss = 1.244 | diffusion loss = 0.110
Epoch 148: duration loss = 0.409 | prior loss = 1.237 | diffusion loss = 0.109
Epoch 149: duration loss = 0.409 | prior loss = 1.239 | diffusion loss = 0.125
